,index,UE1-CQI
0,39600,4.0
1,39601,8.0
2,39602,5.0
3,39603,11.0
4,39604,5.0
5,39605,11.0
6,39606,13.0
7,39607,8.0
8,39608,8.0
9,39609,8.0
10,39610,7.0
11,39611,6.0
12,39612,7.0
13,39613,7.0
14,39614,8.0
15,39615,6.0
16,39616,5.0
17,39617,3.0
18,39618,8.0
19,39619,5.0
20,39620,6.0
21,39621,5.0
22,39622,9.0
23,39623,8.0
24,39624,10.0
25,39625,6.0
26,39626,13.0
27,39627,12.0
28,39628,12.0
29,39629,8.0
30,39630,7.0
31,39631,9.0
32,39632,8.0
33,39633,13.0
34,39634,6.0
35,39635,6.0
36,39636,12.0
37,39637,7.0
38,39638,3.0
39,39639,8.0
40,39640,8.0
41,39641,3.0
42,39642,8.0
43,39643,8.0
44,39644,8.0
45,39645,6.0
46,39646,13.0
47,39647,9.0
48,39648,12.0
49,39649,9.0
50,39650,9.0
51,39651,5.0
52,39652,2.0
53,39653,14.0
54,39654,7.0
55,39655,8.0
56,39656,5.0
57,39657,5.0
58,39658,14.0
59,39659,15.0
60,39660,15.0
61,39661,12.0
62,39662,12.0
63,39663,14.0
64,39664,12.0
65,39665,12.0
66,39666,13.0
67,39667,15.0
68,39668,15.0
69,39669,13.0
70,39670,13.0
71,39671,11.0
72,39672,12.0
73,39673,11.0
74,39674,11.0
75,39675,15.0
76,39676,13.0
77,39677,13.0
78,39678,15.0
79,39679,11.0
80,39680,11.0
81,39681,10.0
82,39682,12.0
83,39683,15.0
84,39684,11.0
85,39685,13.0
86,39686,15.0
87,39687,13.0
88,39688,13.0
89,39689,15.0
90,39690,15.0
91,39691,15.0
92,39692,9.0
93,39693,13.0
94,39694,13.0
95,39695,11.0
96,39696,11.0
97,39697,13.0
98,39698,15.0
99,39699,15.0
100,39700,13.0
101,39701,11.0
102,39702,14.0
103,39703,11.0
104,39704,7.0
105,39705,12.0
106,39706,13.0
107,39707,12.0
108,39708,12.0
109,39709,10.0
110,39710,10.0
111,39711,15.0
112,39712,10.0
113,39713,12.0
114,39714,11.0
115,39715,8.0
116,39716,7.0
117,39717,14.0
118,39718,14.0
119,39719,10.0
120,39720,10.0
121,39721,8.0
122,39722,10.0
123,39723,12.0
124,39724,7.0
125,39725,6.0
126,39726,6.0
127,39727,1.0
128,39728,7.0
129,39729,11.0
130,39730,9.0
131,39731,8.0
132,39732,9.0
