,index,UE1-CQI
0,43200,8.0
1,43201,8.0
2,43202,7.0
3,43203,5.0
4,43204,3.0
5,43205,9.0
6,43206,7.0
7,43207,6.0
8,43208,4.0
9,43209,7.0
10,43210,12.0
11,43211,12.0
12,43212,15.0
13,43213,9.0
14,43214,6.0
15,43215,6.0
16,43216,7.0
17,43217,13.0
18,43218,8.0
19,43219,7.0
20,43220,12.0
21,43221,7.0
22,43222,13.0
23,43223,15.0
24,43224,11.0
25,43225,12.0
26,43226,13.0
27,43227,15.0
28,43228,9.0
29,43229,11.0
30,43230,13.0
31,43231,15.0
32,43232,15.0
33,43233,12.0
34,43234,13.0
35,43235,13.0
36,43236,12.0
37,43237,14.0
38,43238,15.0
39,43239,15.0
40,43240,12.0
41,43241,9.0
42,43242,11.0
43,43243,12.0
44,43244,14.0
45,43245,12.0
46,43246,11.0
47,43247,11.0
48,43248,12.0
49,43249,13.0
50,43250,12.0
51,43251,14.0
52,43252,14.0
53,43253,15.0
54,43254,12.0
55,43255,15.0
56,43256,14.0
57,43257,9.0
58,43258,13.0
59,43259,13.0
60,43260,15.0
61,43261,12.0
62,43262,15.0
63,43263,10.0
64,43264,13.0
65,43265,14.0
66,43266,11.0
67,43267,9.0
68,43268,10.0
69,43269,7.0
70,43270,10.0
71,43271,12.0
72,43272,13.0
73,43273,13.0
74,43274,11.0
75,43275,14.0
76,43276,8.0
77,43277,11.0
78,43278,11.0
79,43279,9.0
80,43280,10.0
81,43281,11.0
82,43282,15.0
83,43283,12.0
84,43284,11.0
85,43285,14.0
86,43286,14.0
87,43287,7.0
88,43288,10.0
89,43289,6.0
90,43290,6.0
91,43291,4.0
92,43292,15.0
93,43293,8.0
94,43294,8.0
95,43295,8.0
96,43296,7.0
97,43297,8.0
98,43298,9.0
99,43299,8.0
100,43300,11.0
101,43301,6.0
102,43302,6.0
103,43303,5.0
104,43304,9.0
105,43305,12.0
106,43306,9.0
107,43307,4.0
108,43308,6.0
109,43309,4.0
110,43310,4.0
111,43311,4.0
112,43312,9.0
113,43313,6.0
114,43314,4.0
115,43315,7.0
116,43316,8.0
117,43317,9.0
118,43318,12.0
119,43319,14.0
120,43320,6.0
121,43321,12.0
122,43322,7.0
123,43323,10.0
124,43324,6.0
125,43325,9.0
126,43326,7.0
127,43327,6.0
128,43328,11.0
129,43329,9.0
130,43330,5.0
131,43331,10.0
132,43332,12.0
133,43333,11.0
134,43334,10.0
135,43335,8.0
136,43336,4.0
137,43337,6.0
138,43338,7.0
139,43339,6.0
140,43340,6.0
141,43341,7.0
142,43342,6.0
143,43343,6.0
144,43344,4.0
145,43345,8.0
146,43346,5.0
147,43347,4.0
148,43348,8.0
149,43349,5.0
150,43350,7.0
151,43351,7.0
152,43352,8.0
153,43353,8.0
154,43354,6.0
155,43355,12.0
156,43356,4.0
157,43357,12.0
158,43358,4.0
159,43359,11.0
160,43360,7.0
161,43361,8.0
162,43362,11.0
163,43363,7.0
164,43364,4.0
165,43365,7.0
166,43366,3.0
167,43367,7.0
168,43368,6.0
169,43369,4.0
170,43370,1.0
171,43371,9.0
172,43372,11.0
173,43373,10.0
174,43374,5.0
175,43375,9.0
176,43376,10.0
177,43377,9.0
178,43378,3.0
179,43379,9.0
180,43380,8.0
181,43381,6.0
182,43382,5.0
183,43383,6.0
184,43384,9.0
185,43385,12.0
186,43386,14.0
187,43387,9.0
188,43388,15.0
189,43389,12.0
190,43390,14.0
191,43391,13.0
192,43392,12.0
193,43393,10.0
194,43394,13.0
195,43395,12.0
196,43396,14.0
197,43397,12.0
198,43398,12.0
199,43399,15.0
200,43400,15.0
201,43401,15.0
202,43402,15.0
203,43403,15.0
204,43404,11.0
205,43405,14.0
206,43406,15.0
207,43407,10.0
208,43408,12.0
209,43409,15.0
