,index,UE1-CQI
0,32400,14.0
1,32401,13.0
2,32402,11.0
3,32403,12.0
4,32404,15.0
5,32405,12.0
6,32406,10.0
7,32407,12.0
8,32408,11.0
9,32409,15.0
10,32410,13.0
11,32411,12.0
12,32412,14.0
13,32413,7.0
14,32414,8.0
15,32415,10.0
16,32416,10.0
17,32417,11.0
18,32418,14.0
19,32419,13.0
20,32420,14.0
21,32421,15.0
22,32422,11.0
23,32423,13.0
24,32424,11.0
25,32425,10.0
26,32426,11.0
27,32427,9.0
28,32428,15.0
29,32429,12.0
30,32430,10.0
31,32431,14.0
32,32432,15.0
33,32433,14.0
34,32434,8.0
35,32435,8.0
36,32436,6.0
37,32437,5.0
38,32438,10.0
39,32439,11.0
40,32440,5.0
41,32441,7.0
42,32442,7.0
43,32443,8.0
44,32444,3.0
45,32445,7.0
46,32446,5.0
47,32447,6.0
48,32448,6.0
49,32449,6.0
50,32450,8.0
51,32451,12.0
52,32452,10.0
53,32453,6.0
54,32454,9.0
55,32455,5.0
56,32456,3.0
57,32457,6.0
58,32458,5.0
59,32459,6.0
60,32460,9.0
61,32461,9.0
62,32462,9.0
63,32463,10.0
64,32464,10.0
65,32465,11.0
66,32466,6.0
67,32467,13.0
68,32468,10.0
69,32469,11.0
70,32470,8.0
71,32471,10.0
72,32472,7.0
73,32473,5.0
74,32474,5.0
75,32475,6.0
76,32476,5.0
77,32477,7.0
78,32478,10.0
79,32479,10.0
80,32480,7.0
81,32481,9.0
82,32482,5.0
83,32483,7.0
84,32484,7.0
85,32485,6.0
86,32486,7.0
87,32487,8.0
88,32488,7.0
89,32489,6.0
90,32490,7.0
91,32491,2.0
92,32492,9.0
93,32493,5.0
94,32494,7.0
95,32495,8.0
96,32496,10.0
97,32497,8.0
98,32498,8.0
99,32499,6.0
100,32500,7.0
101,32501,9.0
102,32502,4.0
103,32503,12.0
104,32504,6.0
105,32505,15.0
106,32506,5.0
107,32507,10.0
108,32508,10.0
109,32509,9.0
110,32510,4.0
111,32511,3.0
112,32512,3.0
113,32513,8.0
114,32514,3.0
115,32515,8.0
116,32516,3.0
117,32517,9.0
118,32518,15.0
119,32519,10.0
120,32520,15.0
121,32521,15.0
122,32522,12.0
123,32523,5.0
124,32524,6.0
125,32525,9.0
126,32526,10.0
127,32527,5.0
128,32528,5.0
129,32529,4.0
130,32530,10.0
131,32531,13.0
132,32532,15.0
133,32533,15.0
134,32534,14.0
135,32535,14.0
136,32536,13.0
137,32537,15.0
138,32538,13.0
139,32539,14.0
140,32540,14.0
141,32541,15.0
142,32542,13.0
143,32543,14.0
144,32544,15.0
145,32545,15.0
146,32546,14.0
147,32547,12.0
148,32548,15.0
149,32549,15.0
150,32550,11.0
151,32551,13.0
152,32552,14.0
153,32553,11.0
154,32554,14.0
155,32555,15.0
156,32556,12.0
157,32557,13.0
158,32558,9.0
159,32559,10.0
160,32560,13.0
161,32561,15.0
162,32562,12.0
163,32563,14.0
164,32564,12.0
165,32565,11.0
166,32566,12.0
167,32567,15.0
168,32568,13.0
169,32569,15.0
170,32570,13.0
171,32571,15.0
172,32572,15.0
173,32573,14.0
174,32574,15.0
175,32575,7.0
176,32576,10.0
177,32577,9.0
178,32578,13.0
179,32579,11.0
180,32580,13.0
181,32581,14.0
182,32582,9.0
183,32583,13.0
184,32584,9.0
185,32585,11.0
186,32586,8.0
187,32587,11.0
188,32588,9.0
189,32589,10.0
190,32590,11.0
191,32591,11.0
192,32592,14.0
193,32593,13.0
194,32594,15.0
195,32595,13.0
196,32596,10.0
197,32597,9.0
198,32598,6.0
199,32599,5.0
200,32600,9.0
201,32601,12.0
202,32602,9.0
203,32603,5.0
204,32604,7.0
205,32605,11.0
206,32606,4.0
207,32607,9.0
208,32608,9.0
209,32609,7.0
210,32610,5.0
211,32611,4.0
212,32612,5.0
213,32613,8.0
214,32614,6.0
215,32615,5.0
216,32616,4.0
217,32617,8.0
218,32618,5.0
219,32619,6.0
220,32620,6.0
221,32621,11.0
222,32622,9.0
223,32623,9.0
224,32624,5.0
225,32625,8.0
226,32626,12.0
227,32627,14.0
228,32628,6.0
229,32629,11.0
230,32630,7.0
231,32631,12.0
232,32632,7.0
233,32633,11.0
234,32634,5.0
235,32635,6.0
236,32636,4.0
237,32637,10.0
238,32638,8.0
239,32639,8.0
240,32640,12.0
241,32641,5.0
242,32642,10.0
243,32643,9.0
244,32644,6.0
245,32645,6.0
246,32646,9.0
247,32647,8.0
248,32648,8.0
249,32649,2.0
250,32650,6.0
251,32651,4.0
252,32652,7.0
253,32653,7.0
254,32654,10.0
255,32655,5.0
256,32656,7.0
257,32657,6.0
258,32658,10.0
259,32659,6.0
260,32660,7.0
261,32661,6.0
262,32662,7.0
263,32663,9.0
264,32664,3.0
265,32665,6.0
266,32666,5.0
267,32667,14.0
268,32668,5.0
269,32669,8.0
270,32670,9.0
271,32671,9.0
272,32672,7.0
273,32673,5.0
274,32674,5.0
275,32675,1.0
276,32676,4.0
277,32677,6.0
278,32678,6.0
279,32679,10.0
280,32680,13.0
281,32681,9.0
282,32682,12.0
283,32683,15.0
284,32684,12.0
285,32685,3.0
286,32686,5.0
287,32687,10.0
288,32688,5.0
289,32689,6.0
290,32690,5.0
291,32691,9.0
292,32692,15.0
293,32693,13.0
294,32694,15.0
295,32695,12.0
296,32696,11.0
297,32697,11.0
298,32698,10.0
299,32699,12.0
300,32700,15.0
301,32701,11.0
302,32702,14.0
303,32703,14.0
304,32704,15.0
305,32705,13.0
306,32706,15.0
307,32707,10.0
308,32708,15.0
309,32709,14.0
310,32710,15.0
311,32711,15.0
312,32712,15.0
313,32713,15.0
314,32714,15.0
315,32715,15.0
316,32716,13.0
317,32717,9.0
318,32718,14.0
319,32719,14.0
320,32720,13.0
321,32721,12.0
322,32722,11.0
323,32723,15.0
324,32724,12.0
325,32725,14.0
326,32726,14.0
327,32727,13.0
328,32728,12.0
329,32729,14.0
330,32730,12.0
331,32731,12.0
332,32732,11.0
333,32733,13.0
334,32734,12.0
335,32735,11.0
336,32736,10.0
337,32737,5.0
338,32738,6.0
339,32739,12.0
340,32740,13.0
341,32741,13.0
342,32742,15.0
343,32743,14.0
344,32744,12.0
345,32745,11.0
346,32746,11.0
347,32747,11.0
348,32748,6.0
349,32749,11.0
350,32750,14.0
351,32751,11.0
352,32752,15.0
353,32753,13.0
354,32754,10.0
355,32755,11.0
356,32756,15.0
357,32757,10.0
358,32758,8.0
359,32759,7.0
360,32760,5.0
361,32761,3.0
362,32762,10.0
363,32763,8.0
364,32764,6.0
365,32765,12.0
366,32766,8.0
367,32767,12.0
368,32768,7.0
369,32769,11.0
370,32770,6.0
371,32771,9.0
372,32772,3.0
373,32773,7.0
374,32774,7.0
375,32775,11.0
376,32776,10.0
377,32777,4.0
378,32778,7.0
379,32779,8.0
380,32780,4.0
381,32781,9.0
382,32782,7.0
383,32783,6.0
384,32784,12.0
385,32785,9.0
386,32786,12.0
387,32787,12.0
388,32788,12.0
389,32789,13.0
390,32790,6.0
391,32791,15.0
392,32792,7.0
393,32793,5.0
394,32794,8.0
395,32795,9.0
396,32796,3.0
397,32797,5.0
398,32798,5.0
399,32799,7.0
400,32800,7.0
401,32801,8.0
402,32802,12.0
403,32803,11.0
404,32804,8.0
405,32805,7.0
406,32806,6.0
407,32807,9.0
408,32808,6.0
409,32809,5.0
410,32810,8.0
411,32811,2.0
412,32812,4.0
413,32813,8.0
414,32814,6.0
415,32815,6.0
416,32816,8.0
417,32817,7.0
418,32818,13.0
419,32819,6.0
420,32820,10.0
421,32821,4.0
422,32822,8.0
423,32823,6.0
424,32824,9.0
425,32825,6.0
426,32826,5.0
