,index,UE1-CQI
0,10800,10.0
1,10801,11.0
2,10802,6.0
3,10803,6.0
4,10804,1.0
5,10805,6.0
6,10806,4.0
7,10807,5.0
8,10808,5.0
9,10809,9.0
10,10810,12.0
11,10811,9.0
12,10812,12.0
13,10813,12.0
14,10814,11.0
15,10815,7.0
16,10816,4.0
17,10817,11.0
18,10818,8.0
19,10819,5.0
20,10820,7.0
21,10821,8.0
22,10822,13.0
23,10823,13.0
24,10824,15.0
25,10825,13.0
26,10826,13.0
27,10827,15.0
28,10828,14.0
29,10829,14.0
30,10830,13.0
31,10831,12.0
32,10832,15.0
33,10833,11.0
34,10834,15.0
35,10835,14.0
36,10836,15.0
37,10837,13.0
38,10838,12.0
39,10839,13.0
40,10840,15.0
41,10841,11.0
42,10842,14.0
43,10843,13.0
44,10844,13.0
45,10845,14.0
46,10846,15.0
47,10847,14.0
48,10848,12.0
49,10849,13.0
50,10850,13.0
51,10851,10.0
52,10852,13.0
53,10853,15.0
54,10854,14.0
55,10855,14.0
56,10856,15.0
57,10857,13.0
58,10858,14.0
59,10859,12.0
60,10860,12.0
61,10861,15.0
62,10862,15.0
63,10863,14.0
64,10864,13.0
65,10865,14.0
66,10866,12.0
67,10867,8.0
68,10868,7.0
69,10869,10.0
70,10870,12.0
71,10871,14.0
72,10872,14.0
73,10873,15.0
74,10874,11.0
75,10875,13.0
76,10876,11.0
77,10877,10.0
78,10878,10.0
79,10879,8.0
80,10880,11.0
81,10881,8.0
82,10882,15.0
83,10883,13.0
84,10884,14.0
85,10885,12.0
86,10886,13.0
87,10887,10.0
88,10888,8.0
89,10889,10.0
90,10890,14.0
91,10891,7.0
92,10892,10.0
93,10893,6.0
94,10894,6.0
95,10895,11.0
96,10896,8.0
97,10897,8.0
98,10898,7.0
99,10899,8.0
100,10900,10.0
101,10901,10.0
102,10902,3.0
103,10903,7.0
104,10904,7.0
105,10905,10.0
106,10906,6.0
107,10907,5.0
108,10908,4.0
109,10909,4.0
110,10910,6.0
111,10911,6.0
112,10912,7.0
113,10913,10.0
114,10914,11.0
115,10915,11.0
116,10916,13.0
117,10917,11.0
118,10918,10.0
119,10919,12.0
120,10920,4.0
121,10921,13.0
122,10922,6.0
123,10923,8.0
124,10924,9.0
125,10925,5.0
126,10926,6.0
127,10927,5.0
128,10928,1.0
129,10929,8.0
130,10930,4.0
131,10931,9.0
132,10932,11.0
133,10933,10.0
134,10934,7.0
135,10935,6.0
136,10936,5.0
137,10937,2.0
138,10938,9.0
139,10939,6.0
140,10940,9.0
141,10941,9.0
142,10942,2.0
143,10943,5.0
144,10944,8.0
145,10945,5.0
146,10946,12.0
147,10947,7.0
148,10948,7.0
149,10949,8.0
150,10950,9.0
151,10951,6.0
152,10952,7.0
153,10953,10.0
154,10954,9.0
155,10955,9.0
156,10956,8.0
157,10957,11.0
158,10958,9.0
159,10959,15.0
160,10960,7.0
161,10961,7.0
162,10962,8.0
163,10963,6.0
164,10964,4.0
165,10965,6.0
166,10966,6.0
167,10967,2.0
168,10968,7.0
169,10969,5.0
170,10970,5.0
171,10971,7.0
172,10972,10.0
173,10973,9.0
174,10974,11.0
175,10975,8.0
176,10976,10.0
177,10977,2.0
178,10978,2.0
179,10979,5.0
180,10980,6.0
181,10981,7.0
182,10982,8.0
183,10983,8.0
184,10984,13.0
185,10985,15.0
186,10986,14.0
187,10987,14.0
188,10988,10.0
189,10989,12.0
190,10990,12.0
191,10991,13.0
192,10992,11.0
193,10993,14.0
194,10994,12.0
195,10995,15.0
196,10996,13.0
197,10997,12.0
198,10998,13.0
199,10999,14.0
200,11000,13.0
201,11001,10.0
202,11002,9.0
203,11003,11.0
204,11004,12.0
205,11005,13.0
206,11006,14.0
207,11007,11.0
208,11008,14.0
209,11009,15.0
210,11010,10.0
211,11011,15.0
212,11012,12.0
213,11013,14.0
214,11014,15.0
215,11015,13.0
216,11016,11.0
217,11017,15.0
218,11018,15.0
219,11019,13.0
220,11020,11.0
221,11021,10.0
222,11022,13.0
223,11023,8.0
224,11024,12.0
225,11025,14.0
226,11026,11.0
227,11027,13.0
228,11028,15.0
229,11029,8.0
230,11030,10.0
231,11031,13.0
232,11032,13.0
233,11033,10.0
234,11034,15.0
235,11035,14.0
236,11036,13.0
237,11037,11.0
238,11038,15.0
239,11039,14.0
240,11040,10.0
241,11041,12.0
242,11042,12.0
243,11043,11.0
244,11044,15.0
245,11045,14.0
246,11046,9.0
247,11047,11.0
248,11048,13.0
249,11049,9.0
250,11050,6.0
251,11051,8.0
252,11052,8.0
253,11053,1.0
254,11054,13.0
255,11055,8.0
256,11056,9.0
257,11057,8.0
258,11058,7.0
259,11059,6.0
260,11060,4.0
261,11061,9.0
262,11062,10.0
263,11063,7.0
264,11064,5.0
265,11065,3.0
266,11066,8.0
267,11067,7.0
268,11068,7.0
269,11069,4.0
270,11070,9.0
271,11071,5.0
272,11072,5.0
273,11073,7.0
274,11074,11.0
275,11075,8.0
276,11076,9.0
277,11077,8.0
278,11078,10.0
279,11079,9.0
280,11080,10.0
281,11081,13.0
282,11082,5.0
283,11083,15.0
284,11084,9.0
285,11085,9.0
286,11086,8.0
287,11087,7.0
288,11088,9.0
289,11089,9.0
290,11090,4.0
291,11091,9.0
292,11092,5.0
293,11093,13.0
294,11094,12.0
295,11095,7.0
296,11096,9.0
297,11097,9.0
298,11098,10.0
299,11099,6.0
300,11100,4.0
301,11101,10.0
302,11102,7.0
303,11103,0.0
304,11104,10.0
305,11105,5.0
306,11106,7.0
307,11107,6.0
308,11108,7.0
309,11109,10.0
310,11110,7.0
311,11111,11.0
312,11112,11.0
313,11113,10.0
314,11114,10.0
315,11115,14.0
316,11116,10.0
317,11117,6.0
318,11118,8.0
319,11119,8.0
320,11120,5.0
321,11121,11.0
322,11122,3.0
323,11123,4.0
324,11124,7.0
325,11125,6.0
326,11126,2.0
327,11127,5.0
328,11128,7.0
329,11129,6.0
330,11130,7.0
331,11131,6.0
332,11132,3.0
333,11133,10.0
334,11134,10.0
335,11135,13.0
336,11136,11.0
337,11137,10.0
338,11138,9.0
339,11139,6.0
340,11140,6.0
341,11141,13.0
342,11142,6.0
343,11143,4.0
344,11144,8.0
345,11145,7.0
346,11146,9.0
347,11147,12.0
348,11148,14.0
349,11149,14.0
350,11150,12.0
351,11151,10.0
352,11152,15.0
353,11153,10.0
354,11154,9.0
355,11155,15.0
356,11156,15.0
357,11157,13.0
358,11158,12.0
359,11159,9.0
360,11160,14.0
361,11161,10.0
362,11162,13.0
363,11163,11.0
364,11164,14.0
365,11165,12.0
366,11166,15.0
367,11167,11.0
368,11168,14.0
369,11169,13.0
370,11170,13.0
371,11171,14.0
372,11172,12.0
373,11173,13.0
374,11174,9.0
375,11175,12.0
376,11176,14.0
377,11177,15.0
378,11178,14.0
379,11179,11.0
380,11180,12.0
381,11181,14.0
382,11182,12.0
383,11183,14.0
384,11184,11.0
385,11185,15.0
386,11186,14.0
387,11187,13.0
388,11188,12.0
389,11189,15.0
390,11190,14.0
391,11191,5.0
392,11192,6.0
393,11193,13.0
394,11194,10.0
395,11195,12.0
396,11196,14.0
397,11197,15.0
398,11198,10.0
399,11199,9.0
400,11200,10.0
401,11201,14.0
402,11202,9.0
403,11203,10.0
404,11204,12.0
405,11205,10.0
406,11206,15.0
407,11207,11.0
408,11208,9.0
409,11209,12.0
410,11210,15.0
411,11211,13.0
412,11212,8.0
413,11213,11.0
414,11214,9.0
415,11215,5.0
416,11216,8.0
417,11217,7.0
418,11218,11.0
419,11219,6.0
420,11220,8.0
421,11221,8.0
422,11222,1.0
423,11223,9.0
424,11224,6.0
425,11225,8.0
426,11226,4.0
427,11227,8.0
428,11228,8.0
429,11229,10.0
430,11230,9.0
431,11231,4.0
432,11232,9.0
433,11233,9.0
434,11234,7.0
435,11235,9.0
436,11236,9.0
437,11237,10.0
438,11238,10.0
439,11239,10.0
440,11240,10.0
441,11241,13.0
442,11242,13.0
443,11243,11.0
444,11244,10.0
445,11245,11.0
446,11246,7.0
447,11247,6.0
448,11248,7.0
449,11249,6.0
450,11250,7.0
451,11251,9.0
452,11252,6.0
453,11253,9.0
454,11254,4.0
455,11255,7.0
456,11256,8.0
457,11257,10.0
458,11258,7.0
459,11259,10.0
460,11260,9.0
461,11261,6.0
462,11262,8.0
463,11263,10.0
464,11264,6.0
465,11265,6.0
466,11266,5.0
467,11267,4.0
468,11268,7.0
469,11269,5.0
470,11270,7.0
471,11271,6.0
472,11272,7.0
473,11273,10.0
474,11274,8.0
475,11275,8.0
476,11276,5.0
477,11277,8.0
478,11278,9.0
479,11279,7.0
480,11280,5.0
481,11281,9.0
482,11282,7.0
483,11283,11.0
484,11284,7.0
485,11285,4.0
486,11286,12.0
487,11287,8.0
488,11288,1.0
489,11289,6.0
490,11290,5.0
491,11291,4.0
492,11292,2.0
493,11293,4.0
494,11294,3.0
495,11295,6.0
496,11296,13.0
497,11297,14.0
498,11298,10.0
499,11299,14.0
500,11300,11.0
501,11301,4.0
502,11302,5.0
503,11303,10.0
504,11304,8.0
505,11305,4.0
506,11306,5.0
507,11307,6.0
508,11308,10.0
509,11309,15.0
510,11310,15.0
511,11311,12.0
512,11312,12.0
513,11313,14.0
514,11314,13.0
515,11315,15.0
516,11316,13.0
517,11317,10.0
518,11318,11.0
519,11319,14.0
520,11320,15.0
521,11321,13.0
522,11322,9.0
523,11323,10.0
524,11324,14.0
525,11325,10.0
526,11326,11.0
527,11327,12.0
528,11328,12.0
529,11329,13.0
530,11330,12.0
531,11331,13.0
532,11332,13.0
533,11333,10.0
534,11334,12.0
