,index,UE1-CQI
0,36000,5.0
1,36001,6.0
2,36002,8.0
3,36003,8.0
4,36004,6.0
5,36005,9.0
6,36006,7.0
7,36007,6.0
8,36008,5.0
9,36009,9.0
10,36010,8.0
11,36011,9.0
12,36012,3.0
13,36013,7.0
14,36014,8.0
15,36015,8.0
16,36016,9.0
17,36017,6.0
18,36018,6.0
19,36019,5.0
20,36020,1.0
21,36021,10.0
22,36022,8.0
23,36023,11.0
24,36024,9.0
25,36025,13.0
26,36026,14.0
27,36027,9.0
28,36028,13.0
29,36029,14.0
30,36030,7.0
31,36031,10.0
32,36032,7.0
33,36033,7.0
34,36034,6.0
35,36035,7.0
36,36036,9.0
37,36037,6.0
38,36038,3.0
39,36039,5.0
40,36040,5.0
41,36041,9.0
42,36042,11.0
43,36043,6.0
44,36044,7.0
45,36045,11.0
46,36046,6.0
47,36047,7.0
48,36048,6.0
49,36049,11.0
50,36050,11.0
51,36051,7.0
52,36052,4.0
53,36053,6.0
54,36054,10.0
55,36055,7.0
56,36056,11.0
57,36057,3.0
58,36058,10.0
59,36059,8.0
60,36060,9.0
61,36061,10.0
62,36062,7.0
63,36063,6.0
64,36064,9.0
65,36065,10.0
66,36066,9.0
67,36067,7.0
68,36068,5.0
69,36069,15.0
70,36070,8.0
71,36071,1.0
72,36072,9.0
73,36073,5.0
74,36074,5.0
75,36075,6.0
76,36076,5.0
77,36077,8.0
78,36078,7.0
79,36079,6.0
80,36080,4.0
81,36081,7.0
82,36082,12.0
83,36083,7.0
84,36084,8.0
85,36085,11.0
86,36086,6.0
87,36087,3.0
88,36088,3.0
89,36089,11.0
90,36090,8.0
91,36091,7.0
92,36092,7.0
93,36093,6.0
94,36094,14.0
95,36095,13.0
96,36096,11.0
97,36097,12.0
98,36098,12.0
99,36099,11.0
100,36100,12.0
101,36101,12.0
102,36102,11.0
103,36103,15.0
104,36104,14.0
105,36105,14.0
106,36106,12.0
107,36107,15.0
108,36108,12.0
109,36109,14.0
110,36110,14.0
111,36111,13.0
112,36112,12.0
113,36113,14.0
114,36114,13.0
115,36115,14.0
116,36116,11.0
117,36117,15.0
118,36118,11.0
119,36119,15.0
120,36120,11.0
121,36121,13.0
122,36122,13.0
123,36123,15.0
124,36124,13.0
125,36125,14.0
126,36126,11.0
127,36127,12.0
128,36128,15.0
129,36129,11.0
130,36130,13.0
131,36131,13.0
132,36132,13.0
133,36133,9.0
134,36134,13.0
135,36135,12.0
136,36136,15.0
137,36137,11.0
138,36138,15.0
139,36139,8.0
140,36140,11.0
141,36141,10.0
142,36142,13.0
143,36143,13.0
144,36144,14.0
145,36145,14.0
146,36146,11.0
147,36147,13.0
148,36148,9.0
149,36149,13.0
150,36150,7.0
151,36151,7.0
152,36152,8.0
153,36153,12.0
154,36154,12.0
155,36155,11.0
156,36156,14.0
157,36157,9.0
158,36158,15.0
159,36159,10.0
160,36160,8.0
161,36161,9.0
162,36162,8.0
163,36163,1.0
164,36164,12.0
165,36165,11.0
166,36166,9.0
167,36167,9.0
168,36168,6.0
169,36169,10.0
170,36170,6.0
171,36171,10.0
172,36172,5.0
173,36173,8.0
174,36174,1.0
175,36175,3.0
176,36176,6.0
177,36177,10.0
178,36178,8.0
179,36179,1.0
180,36180,5.0
181,36181,7.0
182,36182,4.0
183,36183,9.0
184,36184,8.0
185,36185,8.0
186,36186,8.0
187,36187,12.0
188,36188,12.0
189,36189,12.0
190,36190,10.0
191,36191,11.0
192,36192,5.0
193,36193,15.0
194,36194,7.0
195,36195,11.0
196,36196,6.0
197,36197,11.0
198,36198,6.0
199,36199,5.0
200,36200,8.0
201,36201,10.0
202,36202,5.0
203,36203,13.0
204,36204,15.0
205,36205,11.0
206,36206,12.0
207,36207,8.0
208,36208,5.0
209,36209,5.0
210,36210,7.0
211,36211,10.0
212,36212,9.0
213,36213,8.0
214,36214,7.0
215,36215,7.0
216,36216,3.0
217,36217,2.0
218,36218,7.0
219,36219,6.0
220,36220,11.0
221,36221,6.0
222,36222,5.0
223,36223,5.0
224,36224,8.0
225,36225,5.0
226,36226,9.0
227,36227,10.0
228,36228,9.0
229,36229,12.0
230,36230,5.0
231,36231,14.0
232,36232,7.0
233,36233,4.0
234,36234,7.0
235,36235,6.0
236,36236,6.0
237,36237,6.0
238,36238,9.0
239,36239,3.0
240,36240,6.0
241,36241,3.0
242,36242,4.0
243,36243,10.0
244,36244,9.0
245,36245,11.0
246,36246,11.0
247,36247,15.0
248,36248,10.0
249,36249,5.0
250,36250,5.0
251,36251,10.0
252,36252,10.0
253,36253,9.0
254,36254,3.0
255,36255,6.0
256,36256,10.0
257,36257,11.0
258,36258,11.0
259,36259,12.0
260,36260,12.0
261,36261,13.0
262,36262,15.0
263,36263,15.0
264,36264,14.0
265,36265,12.0
266,36266,14.0
267,36267,15.0
268,36268,12.0
269,36269,13.0
270,36270,12.0
271,36271,12.0
272,36272,15.0
273,36273,10.0
274,36274,12.0
275,36275,15.0
276,36276,12.0
277,36277,13.0
278,36278,11.0
279,36279,15.0
280,36280,14.0
281,36281,10.0
282,36282,15.0
283,36283,15.0
284,36284,12.0
285,36285,14.0
286,36286,12.0
287,36287,12.0
288,36288,15.0
289,36289,15.0
290,36290,12.0
291,36291,12.0
292,36292,15.0
293,36293,12.0
294,36294,14.0
295,36295,11.0
296,36296,12.0
297,36297,11.0
298,36298,13.0
299,36299,15.0
300,36300,10.0
301,36301,2.0
302,36302,13.0
303,36303,10.0
304,36304,13.0
305,36305,13.0
306,36306,15.0
307,36307,12.0
308,36308,10.0
309,36309,14.0
310,36310,12.0
311,36311,11.0
312,36312,10.0
313,36313,6.0
314,36314,10.0
315,36315,10.0
316,36316,12.0
317,36317,12.0
318,36318,11.0
319,36319,7.0
320,36320,13.0
321,36321,7.0
322,36322,8.0
323,36323,10.0
324,36324,8.0
325,36325,3.0
326,36326,11.0
327,36327,8.0
328,36328,8.0
329,36329,5.0
330,36330,7.0
331,36331,7.0
332,36332,8.0
333,36333,6.0
334,36334,12.0
335,36335,9.0
336,36336,3.0
337,36337,5.0
338,36338,10.0
339,36339,10.0
340,36340,9.0
341,36341,7.0
342,36342,5.0
343,36343,7.0
344,36344,6.0
345,36345,5.0
346,36346,9.0
347,36347,9.0
348,36348,9.0
349,36349,11.0
350,36350,8.0
351,36351,11.0
352,36352,11.0
353,36353,13.0
354,36354,4.0
355,36355,10.0
356,36356,9.0
357,36357,8.0
358,36358,5.0
359,36359,7.0
360,36360,8.0
361,36361,9.0
362,36362,7.0
363,36363,12.0
364,36364,6.0
365,36365,9.0
366,36366,11.0
367,36367,9.0
368,36368,11.0
369,36369,9.0
370,36370,7.0
