,index,UE1-CQI
0,28800,7.0
1,28801,7.0
2,28802,8.0
3,28803,5.0
4,28804,13.0
5,28805,15.0
6,28806,12.0
7,28807,15.0
8,28808,13.0
9,28809,11.0
10,28810,15.0
11,28811,12.0
12,28812,15.0
13,28813,12.0
14,28814,13.0
15,28815,11.0
16,28816,9.0
17,28817,12.0
18,28818,14.0
19,28819,15.0
20,28820,15.0
21,28821,11.0
22,28822,15.0
23,28823,14.0
24,28824,13.0
25,28825,15.0
26,28826,13.0
27,28827,13.0
28,28828,13.0
29,28829,13.0
30,28830,12.0
31,28831,12.0
32,28832,15.0
33,28833,12.0
34,28834,12.0
35,28835,14.0
36,28836,14.0
37,28837,10.0
38,28838,15.0
39,28839,11.0
40,28840,14.0
41,28841,10.0
42,28842,14.0
43,28843,13.0
44,28844,13.0
45,28845,14.0
46,28846,11.0
47,28847,13.0
48,28848,13.0
49,28849,7.0
50,28850,8.0
51,28851,11.0
52,28852,12.0
53,28853,11.0
54,28854,14.0
55,28855,14.0
56,28856,9.0
57,28857,13.0
58,28858,11.0
59,28859,14.0
60,28860,9.0
61,28861,9.0
62,28862,12.0
63,28863,11.0
64,28864,13.0
65,28865,11.0
66,28866,11.0
67,28867,8.0
68,28868,12.0
69,28869,9.0
70,28870,6.0
71,28871,10.0
72,28872,7.0
73,28873,8.0
74,28874,10.0
75,28875,11.0
76,28876,7.0
77,28877,8.0
78,28878,8.0
79,28879,9.0
80,28880,9.0
81,28881,12.0
82,28882,6.0
83,28883,8.0
84,28884,3.0
85,28885,6.0
86,28886,11.0
87,28887,13.0
88,28888,5.0
89,28889,3.0
90,28890,9.0
91,28891,5.0
92,28892,3.0
93,28893,9.0
94,28894,9.0
95,28895,4.0
96,28896,8.0
97,28897,8.0
98,28898,14.0
99,28899,13.0
100,28900,12.0
101,28901,15.0
102,28902,4.0
103,28903,13.0
104,28904,8.0
105,28905,11.0
106,28906,10.0
107,28907,7.0
108,28908,7.0
109,28909,6.0
110,28910,4.0
111,28911,11.0
112,28912,4.0
113,28913,7.0
114,28914,13.0
115,28915,9.0
116,28916,9.0
117,28917,8.0
118,28918,3.0
119,28919,5.0
120,28920,6.0
121,28921,6.0
122,28922,8.0
123,28923,7.0
124,28924,6.0
125,28925,8.0
126,28926,2.0
127,28927,6.0
128,28928,5.0
129,28929,2.0
130,28930,12.0
131,28931,9.0
132,28932,10.0
133,28933,12.0
134,28934,11.0
135,28935,9.0
136,28936,7.0
137,28937,7.0
138,28938,8.0
139,28939,9.0
140,28940,3.0
141,28941,12.0
142,28942,3.0
143,28943,8.0
144,28944,9.0
145,28945,10.0
146,28946,9.0
147,28947,8.0
148,28948,7.0
149,28949,3.0
150,28950,4.0
151,28951,6.0
152,28952,7.0
153,28953,7.0
154,28954,13.0
155,28955,9.0
156,28956,12.0
157,28957,9.0
158,28958,6.0
159,28959,5.0
160,28960,1.0
161,28961,11.0
162,28962,9.0
163,28963,3.0
164,28964,4.0
165,28965,6.0
166,28966,11.0
167,28967,15.0
168,28968,8.0
169,28969,13.0
170,28970,12.0
171,28971,12.0
172,28972,14.0
173,28973,15.0
174,28974,11.0
175,28975,5.0
176,28976,14.0
177,28977,14.0
178,28978,11.0
179,28979,12.0
180,28980,15.0
181,28981,11.0
182,28982,12.0
183,28983,13.0
184,28984,11.0
185,28985,15.0
186,28986,15.0
187,28987,15.0
188,28988,15.0
189,28989,15.0
190,28990,12.0
191,28991,12.0
192,28992,13.0
193,28993,11.0
194,28994,14.0
195,28995,14.0
196,28996,14.0
197,28997,15.0
198,28998,14.0
199,28999,13.0
200,29000,14.0
201,29001,12.0
202,29002,11.0
203,29003,10.0
204,29004,13.0
205,29005,13.0
206,29006,12.0
207,29007,11.0
208,29008,13.0
209,29009,15.0
210,29010,15.0
211,29011,7.0
212,29012,11.0
213,29013,9.0
214,29014,10.0
215,29015,14.0
216,29016,13.0
217,29017,13.0
218,29018,13.0
219,29019,14.0
220,29020,8.0
221,29021,13.0
222,29022,10.0
223,29023,8.0
