,index,UE1-CQI
0,7200,4.0
1,7201,7.0
2,7202,4.0
3,7203,7.0
4,7204,2.0
5,7205,11.0
6,7206,13.0
7,7207,8.0
8,7208,11.0
9,7209,8.0
10,7210,7.0
11,7211,5.0
12,7212,7.0
13,7213,7.0
14,7214,6.0
15,7215,6.0
16,7216,4.0
17,7217,7.0
18,7218,7.0
19,7219,6.0
20,7220,8.0
21,7221,9.0
22,7222,7.0
23,7223,7.0
24,7224,5.0
25,7225,8.0
26,7226,10.0
27,7227,7.0
28,7228,5.0
29,7229,10.0
30,7230,10.0
31,7231,9.0
32,7232,4.0
33,7233,14.0
34,7234,5.0
35,7235,8.0
36,7236,10.0
37,7237,9.0
38,7238,6.0
39,7239,8.0
40,7240,3.0
41,7241,5.0
42,7242,4.0
43,7243,8.0
44,7244,2.0
45,7245,7.0
46,7246,11.0
47,7247,12.0
48,7248,11.0
49,7249,12.0
50,7250,11.0
51,7251,3.0
52,7252,7.0
53,7253,11.0
54,7254,9.0
55,7255,6.0
56,7256,8.0
57,7257,8.0
58,7258,14.0
59,7259,15.0
60,7260,12.0
61,7261,14.0
62,7262,14.0
63,7263,12.0
64,7264,14.0
65,7265,12.0
66,7266,15.0
67,7267,11.0
68,7268,15.0
69,7269,13.0
70,7270,12.0
71,7271,13.0
72,7272,11.0
73,7273,15.0
74,7274,12.0
75,7275,12.0
76,7276,12.0
77,7277,13.0
78,7278,12.0
79,7279,14.0
80,7280,14.0
81,7281,13.0
82,7282,14.0
83,7283,13.0
84,7284,15.0
85,7285,12.0
86,7286,14.0
87,7287,14.0
88,7288,12.0
89,7289,14.0
90,7290,10.0
91,7291,14.0
92,7292,14.0
93,7293,12.0
94,7294,11.0
95,7295,15.0
96,7296,13.0
97,7297,14.0
98,7298,13.0
99,7299,10.0
100,7300,12.0
101,7301,15.0
102,7302,13.0
103,7303,9.0
104,7304,8.0
105,7305,11.0
106,7306,15.0
107,7307,13.0
108,7308,15.0
109,7309,14.0
110,7310,10.0
111,7311,12.0
112,7312,11.0
113,7313,10.0
114,7314,5.0
115,7315,9.0
116,7316,12.0
117,7317,11.0
118,7318,13.0
119,7319,15.0
120,7320,12.0
121,7321,11.0
122,7322,12.0
123,7323,11.0
124,7324,10.0
125,7325,8.0
126,7326,3.0
127,7327,6.0
128,7328,10.0
129,7329,11.0
130,7330,6.0
131,7331,8.0
132,7332,5.0
133,7333,8.0
134,7334,5.0
135,7335,9.0
136,7336,10.0
137,7337,10.0
138,7338,5.0
139,7339,6.0
140,7340,9.0
141,7341,10.0
142,7342,10.0
143,7343,7.0
144,7344,8.0
145,7345,4.0
146,7346,7.0
147,7347,3.0
148,7348,4.0
149,7349,10.0
150,7350,8.0
151,7351,8.0
152,7352,11.0
153,7353,6.0
154,7354,11.0
155,7355,10.0
156,7356,12.0
157,7357,14.0
158,7358,7.0
159,7359,12.0
160,7360,4.0
161,7361,10.0
162,7362,9.0
163,7363,3.0
164,7364,6.0
165,7365,6.0
166,7366,5.0
167,7367,8.0
168,7368,10.0
169,7369,11.0
170,7370,9.0
171,7371,7.0
172,7372,6.0
173,7373,6.0
174,7374,3.0
175,7375,9.0
176,7376,6.0
177,7377,6.0
178,7378,5.0
179,7379,2.0
180,7380,4.0
181,7381,7.0
182,7382,6.0
183,7383,7.0
184,7384,6.0
185,7385,6.0
186,7386,8.0
187,7387,8.0
188,7388,5.0
189,7389,6.0
190,7390,8.0
191,7391,10.0
192,7392,7.0
193,7393,8.0
194,7394,5.0
195,7395,15.0
196,7396,8.0
197,7397,7.0
198,7398,8.0
199,7399,6.0
200,7400,7.0
201,7401,4.0
202,7402,6.0
203,7403,7.0
204,7404,4.0
205,7405,6.0
206,7406,4.0
207,7407,9.0
208,7408,13.0
209,7409,11.0
210,7410,10.0
211,7411,10.0
212,7412,12.0
213,7413,5.0
214,7414,7.0
215,7415,8.0
216,7416,10.0
217,7417,3.0
218,7418,6.0
219,7419,8.0
220,7420,12.0
221,7421,15.0
222,7422,11.0
223,7423,8.0
224,7424,13.0
225,7425,14.0
226,7426,15.0
227,7427,13.0
228,7428,15.0
229,7429,12.0
230,7430,15.0
231,7431,12.0
232,7432,11.0
233,7433,13.0
234,7434,14.0
235,7435,13.0
236,7436,11.0
237,7437,15.0
238,7438,13.0
239,7439,12.0
240,7440,12.0
241,7441,11.0
242,7442,12.0
243,7443,12.0
244,7444,14.0
245,7445,15.0
246,7446,15.0
247,7447,13.0
248,7448,9.0
249,7449,12.0
250,7450,12.0
251,7451,11.0
252,7452,11.0
253,7453,15.0
254,7454,13.0
255,7455,14.0
256,7456,14.0
257,7457,14.0
258,7458,15.0
259,7459,11.0
260,7460,15.0
261,7461,14.0
262,7462,15.0
263,7463,13.0
264,7464,13.0
265,7465,7.0
266,7466,9.0
267,7467,11.0
268,7468,12.0
269,7469,12.0
270,7470,14.0
271,7471,12.0
272,7472,11.0
273,7473,11.0
274,7474,13.0
275,7475,12.0
276,7476,12.0
277,7477,10.0
278,7478,10.0
279,7479,7.0
280,7480,12.0
281,7481,10.0
282,7482,11.0
283,7483,12.0
284,7484,11.0
285,7485,12.0
286,7486,7.0
287,7487,11.0
288,7488,10.0
289,7489,5.0
290,7490,8.0
291,7491,9.0
292,7492,8.0
293,7493,10.0
294,7494,8.0
295,7495,4.0
296,7496,6.0
297,7497,9.0
298,7498,6.0
299,7499,9.0
300,7500,5.0
301,7501,3.0
302,7502,8.0
303,7503,7.0
304,7504,5.0
305,7505,5.0
306,7506,4.0
307,7507,9.0
308,7508,5.0
309,7509,11.0
310,7510,6.0
311,7511,11.0
312,7512,9.0
313,7513,8.0
314,7514,8.0
315,7515,14.0
316,7516,13.0
317,7517,11.0
318,7518,5.0
319,7519,15.0
320,7520,7.0
321,7521,7.0
322,7522,5.0
323,7523,9.0
324,7524,9.0
325,7525,7.0
326,7526,5.0
327,7527,8.0
328,7528,4.0
329,7529,8.0
330,7530,9.0
331,7531,7.0
332,7532,13.0
333,7533,8.0
334,7534,5.0
335,7535,6.0
336,7536,8.0
337,7537,8.0
338,7538,10.0
339,7539,5.0
340,7540,4.0
341,7541,8.0
342,7542,8.0
343,7543,4.0
344,7544,11.0
345,7545,4.0
346,7546,10.0
347,7547,5.0
348,7548,8.0
349,7549,10.0
350,7550,6.0
351,7551,7.0
352,7552,11.0
353,7553,7.0
354,7554,5.0
355,7555,9.0
356,7556,6.0
357,7557,12.0
358,7558,7.0
359,7559,6.0
360,7560,6.0
361,7561,8.0
362,7562,4.0
363,7563,7.0
364,7564,5.0
365,7565,8.0
366,7566,4.0
367,7567,10.0
368,7568,3.0
369,7569,8.0
370,7570,12.0
371,7571,10.0
372,7572,11.0
373,7573,10.0
374,7574,11.0
375,7575,8.0
376,7576,5.0
377,7577,14.0
378,7578,6.0
379,7579,7.0
380,7580,4.0
381,7581,7.0
382,7582,12.0
383,7583,12.0
384,7584,15.0
385,7585,13.0
386,7586,11.0
387,7587,15.0
388,7588,12.0
389,7589,12.0
390,7590,11.0
391,7591,12.0
392,7592,13.0
393,7593,12.0
394,7594,15.0
395,7595,10.0
396,7596,10.0
397,7597,13.0
398,7598,15.0
399,7599,14.0
400,7600,15.0
401,7601,12.0
402,7602,15.0
403,7603,15.0
404,7604,11.0
405,7605,13.0
406,7606,12.0
407,7607,13.0
408,7608,9.0
409,7609,12.0
410,7610,15.0
411,7611,10.0
412,7612,14.0
413,7613,15.0
414,7614,14.0
415,7615,15.0
416,7616,14.0
417,7617,12.0
418,7618,12.0
419,7619,11.0
420,7620,13.0
421,7621,12.0
422,7622,12.0
423,7623,12.0
424,7624,15.0
425,7625,15.0
426,7626,12.0
427,7627,7.0
428,7628,9.0
429,7629,8.0
430,7630,10.0
431,7631,14.0
432,7632,14.0
433,7633,10.0
434,7634,12.0
435,7635,15.0
436,7636,13.0
437,7637,14.0
438,7638,10.0
439,7639,7.0
440,7640,13.0
441,7641,10.0
442,7642,13.0
443,7643,12.0
444,7644,12.0
445,7645,11.0
446,7646,12.0
447,7647,8.0
448,7648,8.0
449,7649,7.0
450,7650,4.0
451,7651,5.0
452,7652,14.0
453,7653,9.0
454,7654,6.0
455,7655,8.0
456,7656,5.0
457,7657,8.0
458,7658,7.0
459,7659,8.0
460,7660,8.0
461,7661,6.0
462,7662,7.0
463,7663,6.0
464,7664,6.0
465,7665,9.0
466,7666,11.0
467,7667,7.0
468,7668,4.0
469,7669,8.0
470,7670,9.0
471,7671,7.0
472,7672,5.0
473,7673,9.0
474,7674,7.0
475,7675,4.0
476,7676,9.0
477,7677,7.0
478,7678,7.0
479,7679,15.0
480,7680,10.0
481,7681,10.0
482,7682,7.0
483,7683,9.0
484,7684,6.0
485,7685,7.0
486,7686,10.0
487,7687,7.0
488,7688,6.0
489,7689,12.0
490,7690,8.0
491,7691,10.0
492,7692,11.0
493,7693,11.0
494,7694,10.0
495,7695,9.0
496,7696,7.0
497,7697,4.0
498,7698,7.0
499,7699,8.0
500,7700,10.0
501,7701,7.0
502,7702,4.0
503,7703,6.0
504,7704,8.0
505,7705,7.0
506,7706,8.0
507,7707,6.0
508,7708,10.0
509,7709,11.0
510,7710,9.0
511,7711,9.0
512,7712,7.0
513,7713,10.0
514,7714,10.0
515,7715,7.0
516,7716,4.0
517,7717,7.0
518,7718,7.0
519,7719,11.0
520,7720,7.0
521,7721,5.0
522,7722,9.0
523,7723,9.0
524,7724,8.0
525,7725,5.0
526,7726,5.0
527,7727,7.0
528,7728,4.0
529,7729,6.0
530,7730,8.0
531,7731,10.0
532,7732,9.0
533,7733,8.0
534,7734,10.0
535,7735,14.0
536,7736,11.0
537,7737,6.0
538,7738,7.0
539,7739,8.0
540,7740,8.0
541,7741,5.0
542,7742,4.0
543,7743,6.0
544,7744,15.0
545,7745,14.0
546,7746,13.0
547,7747,14.0
548,7748,10.0
549,7749,11.0
550,7750,15.0
551,7751,13.0
552,7752,12.0
553,7753,12.0
554,7754,15.0
555,7755,15.0
556,7756,15.0
557,7757,13.0
558,7758,14.0
559,7759,14.0
560,7760,12.0
561,7761,12.0
562,7762,15.0
563,7763,12.0
564,7764,9.0
565,7765,13.0
566,7766,15.0
567,7767,14.0
568,7768,10.0
569,7769,14.0
570,7770,15.0
571,7771,10.0
572,7772,12.0
573,7773,15.0
574,7774,15.0
575,7775,12.0
576,7776,13.0
577,7777,12.0
578,7778,10.0
579,7779,9.0
580,7780,11.0
581,7781,11.0
582,7782,11.0
583,7783,15.0
584,7784,14.0
585,7785,14.0
586,7786,15.0
587,7787,15.0
588,7788,13.0
589,7789,12.0
590,7790,9.0
591,7791,7.0
592,7792,15.0
593,7793,11.0
594,7794,14.0
595,7795,13.0
596,7796,14.0
597,7797,10.0
598,7798,10.0
599,7799,11.0
600,7800,9.0
601,7801,9.0
602,7802,10.0
603,7803,11.0
604,7804,9.0
605,7805,12.0
606,7806,9.0
607,7807,11.0
608,7808,14.0
609,7809,10.0
610,7810,7.0
611,7811,9.0
612,7812,8.0
613,7813,6.0
614,7814,6.0
615,7815,10.0
616,7816,6.0
617,7817,10.0
618,7818,8.0
619,7819,9.0
620,7820,3.0
621,7821,9.0
622,7822,5.0
623,7823,10.0
624,7824,3.0
625,7825,5.0
626,7826,10.0
627,7827,8.0
628,7828,3.0
629,7829,7.0
630,7830,9.0
631,7831,8.0
632,7832,7.0
633,7833,9.0
634,7834,4.0
635,7835,10.0
636,7836,10.0
637,7837,11.0
638,7838,7.0
639,7839,6.0
640,7840,12.0
641,7841,15.0
642,7842,7.0
643,7843,13.0
644,7844,5.0
645,7845,9.0
646,7846,10.0
647,7847,4.0
648,7848,6.0
649,7849,8.0
650,7850,5.0
651,7851,10.0
652,7852,4.0
653,7853,5.0
654,7854,12.0
655,7855,9.0
656,7856,8.0
657,7857,8.0
658,7858,5.0
659,7859,4.0
