,index,UE2-CQI
0,7200,8.0
1,7201,13.0
2,7202,8.0
3,7203,7.0
4,7204,10.0
5,7205,12.0
6,7206,11.0
7,7207,10.0
8,7208,14.0
9,7209,9.0
10,7210,10.0
11,7211,12.0
12,7212,7.0
13,7213,11.0
14,7214,11.0
15,7215,7.0
16,7216,10.0
17,7217,11.0
18,7218,6.0
19,7219,10.0
20,7220,10.0
21,7221,9.0
22,7222,4.0
23,7223,7.0
24,7224,7.0
25,7225,9.0
26,7226,14.0
27,7227,8.0
28,7228,12.0
29,7229,11.0
30,7230,7.0
31,7231,15.0
32,7232,5.0
33,7233,12.0
34,7234,10.0
35,7235,7.0
36,7236,12.0
37,7237,6.0
38,7238,11.0
39,7239,15.0
40,7240,10.0
41,7241,8.0
42,7242,12.0
43,7243,8.0
44,7244,15.0
45,7245,13.0
46,7246,15.0
47,7247,9.0
48,7248,12.0
49,7249,14.0
50,7250,15.0
51,7251,7.0
52,7252,11.0
53,7253,10.0
54,7254,8.0
55,7255,8.0
56,7256,9.0
57,7257,10.0
58,7258,15.0
59,7259,15.0
60,7260,15.0
61,7261,15.0
62,7262,7.0
63,7263,15.0
64,7264,15.0
65,7265,14.0
66,7266,15.0
67,7267,15.0
68,7268,14.0
69,7269,15.0
70,7270,15.0
71,7271,15.0
72,7272,15.0
73,7273,15.0
74,7274,15.0
75,7275,15.0
76,7276,10.0
77,7277,15.0
78,7278,11.0
79,7279,15.0
80,7280,15.0
81,7281,15.0
82,7282,15.0
83,7283,14.0
84,7284,15.0
85,7285,15.0
86,7286,15.0
87,7287,13.0
88,7288,15.0
89,7289,15.0
90,7290,15.0
91,7291,12.0
92,7292,13.0
93,7293,15.0
94,7294,15.0
95,7295,13.0
96,7296,13.0
97,7297,9.0
98,7298,13.0
99,7299,15.0
100,7300,15.0
101,7301,15.0
102,7302,15.0
103,7303,9.0
104,7304,5.0
105,7305,9.0
106,7306,15.0
107,7307,13.0
108,7308,13.0
109,7309,15.0
110,7310,13.0
111,7311,14.0
112,7312,13.0
113,7313,15.0
114,7314,13.0
115,7315,15.0
116,7316,13.0
117,7317,12.0
118,7318,10.0
119,7319,15.0
120,7320,11.0
121,7321,15.0
122,7322,11.0
123,7323,13.0
