,index,UE2-CQI
0,21600,11.0
1,21601,12.0
2,21602,9.0
3,21603,13.0
4,21604,7.0
5,21605,13.0
6,21606,8.0
7,21607,12.0
8,21608,8.0
9,21609,13.0
10,21610,11.0
11,21611,13.0
12,21612,10.0
13,21613,11.0
14,21614,10.0
15,21615,10.0
16,21616,9.0
17,21617,9.0
18,21618,12.0
19,21619,8.0
20,21620,10.0
21,21621,8.0
22,21622,10.0
23,21623,8.0
24,21624,11.0
25,21625,7.0
26,21626,12.0
27,21627,10.0
28,21628,9.0
29,21629,10.0
30,21630,9.0
31,21631,14.0
32,21632,7.0
33,21633,5.0
34,21634,11.0
35,21635,10.0
36,21636,15.0
37,21637,14.0
38,21638,10.0
39,21639,9.0
40,21640,9.0
41,21641,10.0
42,21642,8.0
43,21643,11.0
44,21644,9.0
45,21645,7.0
46,21646,6.0
47,21647,10.0
48,21648,3.0
49,21649,12.0
50,21650,9.0
51,21651,15.0
52,21652,7.0
53,21653,13.0
54,21654,8.0
55,21655,6.0
56,21656,9.0
57,21657,11.0
58,21658,11.0
59,21659,14.0
60,21660,10.0
61,21661,13.0
62,21662,5.0
63,21663,10.0
64,21664,15.0
65,21665,8.0
66,21666,11.0
67,21667,12.0
68,21668,15.0
69,21669,9.0
70,21670,15.0
71,21671,9.0
72,21672,6.0
73,21673,4.0
74,21674,12.0
75,21675,10.0
76,21676,15.0
77,21677,15.0
78,21678,15.0
79,21679,15.0
80,21680,14.0
81,21681,15.0
82,21682,14.0
83,21683,14.0
84,21684,11.0
85,21685,14.0
86,21686,15.0
87,21687,11.0
88,21688,14.0
89,21689,15.0
90,21690,15.0
91,21691,14.0
92,21692,15.0
93,21693,13.0
94,21694,15.0
95,21695,13.0
96,21696,15.0
97,21697,15.0
98,21698,14.0
99,21699,15.0
100,21700,13.0
101,21701,10.0
102,21702,15.0
103,21703,12.0
104,21704,15.0
105,21705,15.0
106,21706,14.0
107,21707,15.0
108,21708,15.0
109,21709,15.0
110,21710,15.0
111,21711,15.0
112,21712,13.0
113,21713,15.0
114,21714,11.0
115,21715,14.0
116,21716,12.0
117,21717,15.0
118,21718,13.0
119,21719,15.0
120,21720,12.0
121,21721,9.0
122,21722,12.0
123,21723,10.0
124,21724,15.0
125,21725,13.0
126,21726,15.0
127,21727,15.0
128,21728,15.0
129,21729,13.0
130,21730,12.0
131,21731,15.0
132,21732,9.0
133,21733,8.0
134,21734,14.0
135,21735,15.0
136,21736,15.0
137,21737,15.0
138,21738,15.0
139,21739,15.0
140,21740,15.0
141,21741,15.0
142,21742,11.0
143,21743,11.0
144,21744,9.0
145,21745,13.0
146,21746,8.0
147,21747,11.0
148,21748,13.0
149,21749,7.0
150,21750,9.0
151,21751,8.0
152,21752,10.0
153,21753,9.0
154,21754,13.0
155,21755,8.0
156,21756,9.0
157,21757,10.0
158,21758,8.0
159,21759,6.0
160,21760,8.0
161,21761,11.0
162,21762,7.0
163,21763,10.0
164,21764,14.0
165,21765,10.0
166,21766,10.0
167,21767,12.0
168,21768,11.0
169,21769,7.0
170,21770,14.0
171,21771,15.0
172,21772,13.0
173,21773,15.0
174,21774,10.0
175,21775,15.0
176,21776,12.0
177,21777,12.0
178,21778,13.0
179,21779,9.0
180,21780,8.0
181,21781,13.0
182,21782,8.0
183,21783,7.0
184,21784,9.0
185,21785,11.0
186,21786,14.0
187,21787,13.0
188,21788,10.0
189,21789,10.0
190,21790,10.0
191,21791,8.0
192,21792,8.0
193,21793,10.0
194,21794,10.0
195,21795,13.0
196,21796,12.0
197,21797,13.0
198,21798,9.0
199,21799,6.0
200,21800,13.0
201,21801,8.0
202,21802,11.0
203,21803,8.0
204,21804,9.0
205,21805,9.0
206,21806,13.0
207,21807,10.0
208,21808,3.0
209,21809,8.0
210,21810,3.0
