,index,UE2-CQI
0,0,10.0
1,1,12.0
2,2,15.0
3,3,14.0
4,4,14.0
5,5,11.0
6,6,15.0
7,7,14.0
8,8,14.0
9,9,12.0
10,10,15.0
11,11,13.0
12,12,15.0
13,13,10.0
14,14,11.0
15,15,8.0
16,16,13.0
17,17,13.0
18,18,13.0
19,19,14.0
20,20,14.0
21,21,11.0
22,22,14.0
23,23,9.0
24,24,13.0
25,25,10.0
26,26,11.0
27,27,12.0
28,28,13.0
29,29,13.0
30,30,9.0
31,31,15.0
32,32,12.0
33,33,10.0
34,34,9.0
35,35,9.0
36,36,9.0
37,37,4.0
38,38,12.0
39,39,10.0
40,40,7.0
41,41,10.0
42,42,7.0
43,43,12.0
44,44,8.0
45,45,5.0
46,46,8.0
47,47,14.0
48,48,5.0
49,49,8.0
50,50,11.0
51,51,13.0
52,52,9.0
53,53,10.0
54,54,11.0
55,55,15.0
56,56,12.0
57,57,9.0
58,58,6.0
59,59,11.0
60,60,9.0
61,61,11.0
62,62,11.0
63,63,12.0
64,64,9.0
65,65,11.0
66,66,9.0
67,67,14.0
68,68,13.0
69,69,12.0
70,70,4.0
71,71,12.0
72,72,9.0
73,73,6.0
74,74,12.0
75,75,9.0
76,76,15.0
77,77,12.0
78,78,12.0
79,79,14.0
80,80,11.0
81,81,10.0
82,82,9.0
83,83,10.0
84,84,11.0
85,85,15.0
86,86,13.0
87,87,12.0
88,88,10.0
89,89,5.0
90,90,10.0
91,91,11.0
92,92,7.0
93,93,9.0
94,94,8.0
95,95,9.0
96,96,10.0
97,97,6.0
98,98,10.0
99,99,9.0
100,100,10.0
101,101,7.0
102,102,2.0
103,103,14.0
104,104,10.0
105,105,11.0
106,106,11.0
107,107,7.0
108,108,9.0
109,109,8.0
110,110,10.0
111,111,10.0
112,112,11.0
113,113,8.0
114,114,12.0
115,115,8.0
116,116,11.0
117,117,10.0
118,118,15.0
119,119,11.0
120,120,13.0
121,121,13.0
122,122,15.0
123,123,14.0
124,124,10.0
125,125,11.0
126,126,8.0
127,127,8.0
128,128,15.0
129,129,12.0
130,130,14.0
131,131,14.0
132,132,15.0
133,133,15.0
134,134,15.0
135,135,14.0
136,136,15.0
137,137,15.0
138,138,14.0
139,139,13.0
140,140,13.0
141,141,11.0
142,142,15.0
143,143,11.0
144,144,15.0
145,145,13.0
146,146,15.0
147,147,15.0
148,148,14.0
149,149,15.0
150,150,15.0
151,151,15.0
152,152,15.0
153,153,15.0
154,154,14.0
155,155,14.0
156,156,15.0
157,157,12.0
158,158,12.0
159,159,15.0
160,160,12.0
161,161,15.0
162,162,12.0
163,163,14.0
164,164,15.0
165,165,13.0
166,166,14.0
167,167,15.0
168,168,15.0
169,169,10.0
170,170,14.0
171,171,12.0
172,172,15.0
173,173,12.0
174,174,15.0
175,175,6.0
176,176,13.0
177,177,11.0
178,178,15.0
179,179,11.0
180,180,15.0
181,181,13.0
182,182,15.0
183,183,15.0
184,184,15.0
185,185,15.0
186,186,15.0
187,187,13.0
188,188,13.0
189,189,12.0
190,190,15.0
191,191,14.0
192,192,12.0
193,193,13.0
194,194,13.0
195,195,13.0
196,196,9.0
197,197,13.0
198,198,15.0
199,199,9.0
200,200,10.0
201,201,9.0
202,202,11.0
203,203,9.0
204,204,6.0
205,205,8.0
206,206,11.0
207,207,14.0
208,208,9.0
209,209,7.0
210,210,9.0
211,211,10.0
212,212,12.0
213,213,13.0
214,214,7.0
215,215,13.0
216,216,8.0
217,217,9.0
218,218,8.0
219,219,12.0
220,220,7.0
221,221,5.0
222,222,11.0
223,223,15.0
224,224,10.0
225,225,8.0
226,226,15.0
227,227,15.0
228,228,11.0
229,229,15.0
230,230,9.0
231,231,9.0
232,232,9.0
233,233,11.0
234,234,14.0
235,235,9.0
236,236,9.0
237,237,7.0
238,238,14.0
239,239,12.0
240,240,14.0
241,241,8.0
242,242,14.0
243,243,10.0
244,244,12.0
245,245,11.0
246,246,7.0
247,247,6.0
248,248,8.0
249,249,14.0
250,250,12.0
251,251,11.0
252,252,12.0
253,253,10.0
254,254,11.0
255,255,9.0
256,256,9.0
257,257,7.0
258,258,10.0
259,259,8.0
260,260,8.0
261,261,6.0
262,262,8.0
263,263,12.0
264,264,4.0
265,265,12.0
266,266,7.0
267,267,15.0
268,268,9.0
269,269,14.0
270,270,8.0
271,271,14.0
272,272,6.0
273,273,13.0
274,274,10.0
275,275,13.0
276,276,10.0
277,277,8.0
278,278,10.0
279,279,2.0
280,280,13.0
281,281,15.0
282,282,15.0
283,283,15.0
284,284,15.0
285,285,7.0
286,286,11.0
287,287,11.0
288,288,11.0
289,289,7.0
290,290,11.0
291,291,9.0
292,292,15.0
293,293,13.0
294,294,15.0
295,295,14.0
296,296,15.0
297,297,14.0
298,298,15.0
299,299,15.0
300,300,11.0
301,301,15.0
302,302,15.0
303,303,15.0
304,304,10.0
305,305,15.0
306,306,15.0
307,307,15.0
308,308,15.0
309,309,14.0
310,310,12.0
311,311,15.0
312,312,10.0
313,313,15.0
314,314,15.0
315,315,14.0
316,316,11.0
317,317,12.0
318,318,14.0
319,319,13.0
320,320,15.0
321,321,15.0
322,322,15.0
323,323,15.0
324,324,13.0
325,325,15.0
326,326,13.0
327,327,15.0
328,328,13.0
329,329,15.0
330,330,15.0
331,331,9.0
332,332,13.0
333,333,15.0
334,334,15.0
335,335,15.0
336,336,14.0
337,337,8.0
338,338,10.0
339,339,13.0
340,340,14.0
341,341,11.0
342,342,15.0
343,343,14.0
344,344,14.0
345,345,11.0
346,346,11.0
347,347,14.0
348,348,12.0
349,349,8.0
350,350,15.0
351,351,11.0
352,352,13.0
353,353,15.0
354,354,11.0
355,355,15.0
356,356,14.0
357,357,15.0
358,358,15.0
359,359,10.0
360,360,9.0
361,361,6.0
362,362,12.0
363,363,9.0
364,364,8.0
365,365,9.0
366,366,11.0
367,367,12.0
368,368,9.0
369,369,11.0
370,370,12.0
371,371,10.0
372,372,8.0
373,373,12.0
374,374,10.0
375,375,12.0
376,376,9.0
377,377,10.0
378,378,8.0
379,379,9.0
380,380,9.0
381,381,13.0
382,382,9.0
383,383,9.0
384,384,12.0
385,385,7.0
386,386,11.0
387,387,12.0
388,388,15.0
389,389,15.0
390,390,11.0
391,391,12.0
392,392,15.0
393,393,7.0
394,394,8.0
395,395,11.0
396,396,7.0
397,397,10.0
398,398,11.0
399,399,10.0
400,400,7.0
401,401,5.0
402,402,11.0
403,403,10.0
404,404,12.0
405,405,10.0
406,406,8.0
407,407,13.0
408,408,12.0
409,409,8.0
410,410,11.0
411,411,10.0
412,412,11.0
413,413,12.0
414,414,12.0
415,415,7.0
416,416,7.0
417,417,13.0
418,418,5.0
419,419,13.0
420,420,10.0
421,421,6.0
422,422,11.0
423,423,8.0
424,424,9.0
425,425,7.0
426,426,9.0
427,427,15.0
428,428,9.0
429,429,14.0
430,430,10.0
431,431,11.0
432,432,8.0
433,433,7.0
434,434,4.0
435,435,12.0
436,436,8.0
437,437,8.0
438,438,11.0
439,439,9.0
440,440,9.0
441,441,10.0
442,442,13.0
443,443,14.0
444,444,15.0
445,445,15.0
446,446,11.0
447,447,9.0
448,448,11.0
449,449,10.0
450,450,9.0
451,451,9.0
452,452,9.0
453,453,11.0
454,454,13.0
455,455,12.0
456,456,15.0
457,457,15.0
458,458,15.0
459,459,15.0
460,460,15.0
461,461,15.0
462,462,15.0
463,463,15.0
464,464,14.0
465,465,15.0
466,466,13.0
467,467,14.0
468,468,15.0
469,469,12.0
470,470,11.0
471,471,15.0
472,472,15.0
473,473,12.0
474,474,15.0
475,475,15.0
476,476,15.0
477,477,14.0
478,478,15.0
