,index,UE3-CQI
0,32400,13.0
1,32401,14.0
2,32402,12.0
3,32403,13.0
4,32404,15.0
5,32405,15.0
6,32406,15.0
7,32407,14.0
8,32408,13.0
9,32409,15.0
10,32410,15.0
11,32411,12.0
12,32412,15.0
13,32413,15.0
14,32414,15.0
15,32415,15.0
16,32416,15.0
17,32417,13.0
18,32418,13.0
19,32419,13.0
20,32420,15.0
21,32421,15.0
22,32422,10.0
23,32423,15.0
24,32424,15.0
25,32425,15.0
26,32426,15.0
27,32427,12.0
28,32428,15.0
29,32429,15.0
30,32430,15.0
31,32431,12.0
32,32432,15.0
33,32433,15.0
34,32434,15.0
35,32435,15.0
36,32436,12.0
37,32437,15.0
38,32438,14.0
39,32439,15.0
40,32440,15.0
41,32441,15.0
42,32442,9.0
43,32443,13.0
44,32444,15.0
45,32445,15.0
46,32446,15.0
47,32447,15.0
48,32448,15.0
49,32449,15.0
50,32450,15.0
51,32451,14.0
52,32452,14.0
53,32453,12.0
54,32454,15.0
55,32455,15.0
56,32456,12.0
57,32457,15.0
58,32458,13.0
59,32459,10.0
60,32460,12.0
61,32461,12.0
62,32462,15.0
63,32463,12.0
64,32464,15.0
65,32465,13.0
66,32466,9.0
67,32467,12.0
68,32468,15.0
69,32469,15.0
70,32470,12.0
71,32471,15.0
72,32472,15.0
73,32473,15.0
74,32474,10.0
75,32475,15.0
76,32476,9.0
77,32477,15.0
78,32478,13.0
79,32479,15.0
80,32480,15.0
81,32481,13.0
82,32482,12.0
83,32483,13.0
84,32484,15.0
85,32485,15.0
86,32486,11.0
87,32487,6.0
88,32488,13.0
89,32489,15.0
90,32490,15.0
91,32491,15.0
92,32492,8.0
93,32493,15.0
94,32494,15.0
95,32495,15.0
96,32496,15.0
97,32497,15.0
98,32498,15.0
99,32499,14.0
100,32500,15.0
101,32501,15.0
102,32502,15.0
103,32503,15.0
104,32504,15.0
105,32505,12.0
106,32506,15.0
107,32507,11.0
108,32508,12.0
109,32509,15.0
110,32510,15.0
111,32511,14.0
112,32512,15.0
113,32513,15.0
114,32514,11.0
115,32515,15.0
116,32516,15.0
117,32517,15.0
118,32518,14.0
119,32519,11.0
120,32520,15.0
121,32521,11.0
122,32522,12.0
123,32523,11.0
124,32524,11.0
125,32525,13.0
126,32526,15.0
127,32527,15.0
128,32528,15.0
129,32529,15.0
130,32530,6.0
131,32531,8.0
132,32532,7.0
133,32533,5.0
134,32534,8.0
135,32535,12.0
136,32536,11.0
137,32537,8.0
138,32538,12.0
139,32539,8.0
140,32540,15.0
141,32541,9.0
142,32542,12.0
143,32543,6.0
144,32544,13.0
145,32545,10.0
146,32546,9.0
147,32547,8.0
148,32548,7.0
149,32549,13.0
150,32550,10.0
151,32551,13.0
152,32552,13.0
153,32553,13.0
154,32554,15.0
155,32555,12.0
156,32556,15.0
157,32557,8.0
158,32558,11.0
159,32559,10.0
160,32560,13.0
161,32561,12.0
162,32562,15.0
163,32563,13.0
164,32564,15.0
165,32565,11.0
166,32566,13.0
167,32567,15.0
168,32568,15.0
169,32569,14.0
170,32570,10.0
171,32571,15.0
172,32572,15.0
173,32573,15.0
174,32574,13.0
175,32575,14.0
176,32576,15.0
177,32577,14.0
178,32578,15.0
179,32579,13.0
180,32580,15.0
181,32581,15.0
182,32582,14.0
183,32583,10.0
184,32584,15.0
185,32585,13.0
186,32586,15.0
187,32587,13.0
188,32588,13.0
189,32589,13.0
190,32590,12.0
191,32591,13.0
192,32592,15.0
193,32593,15.0
194,32594,15.0
195,32595,14.0
196,32596,15.0
197,32597,15.0
198,32598,15.0
199,32599,11.0
200,32600,15.0
201,32601,12.0
202,32602,14.0
203,32603,14.0
204,32604,15.0
205,32605,15.0
206,32606,15.0
207,32607,12.0
208,32608,15.0
209,32609,15.0
210,32610,14.0
211,32611,13.0
212,32612,13.0
213,32613,15.0
214,32614,15.0
215,32615,15.0
216,32616,12.0
217,32617,8.0
218,32618,15.0
219,32619,15.0
220,32620,13.0
221,32621,15.0
222,32622,11.0
223,32623,15.0
224,32624,15.0
225,32625,12.0
226,32626,13.0
227,32627,15.0
228,32628,12.0
229,32629,14.0
230,32630,14.0
231,32631,15.0
232,32632,11.0
233,32633,14.0
234,32634,12.0
235,32635,15.0
236,32636,15.0
237,32637,14.0
238,32638,14.0
239,32639,14.0
240,32640,12.0
241,32641,9.0
242,32642,13.0
243,32643,15.0
244,32644,15.0
245,32645,15.0
246,32646,11.0
247,32647,15.0
248,32648,15.0
249,32649,12.0
250,32650,15.0
251,32651,13.0
252,32652,15.0
253,32653,15.0
254,32654,12.0
255,32655,15.0
256,32656,13.0
257,32657,14.0
258,32658,14.0
259,32659,15.0
260,32660,11.0
261,32661,15.0
262,32662,14.0
263,32663,15.0
264,32664,14.0
265,32665,15.0
266,32666,15.0
267,32667,14.0
268,32668,15.0
269,32669,15.0
270,32670,15.0
271,32671,15.0
272,32672,15.0
273,32673,15.0
274,32674,13.0
275,32675,15.0
276,32676,15.0
277,32677,13.0
278,32678,12.0
279,32679,15.0
280,32680,11.0
281,32681,15.0
282,32682,14.0
283,32683,12.0
284,32684,12.0
285,32685,8.0
286,32686,15.0
287,32687,12.0
288,32688,15.0
289,32689,14.0
290,32690,14.0
291,32691,15.0
292,32692,11.0
293,32693,6.0
294,32694,11.0
295,32695,10.0
296,32696,7.0
297,32697,6.0
298,32698,12.0
299,32699,15.0
300,32700,8.0
301,32701,10.0
302,32702,14.0
303,32703,5.0
304,32704,7.0
305,32705,12.0
306,32706,5.0
307,32707,12.0
308,32708,15.0
309,32709,10.0
310,32710,10.0
311,32711,9.0
312,32712,15.0
313,32713,13.0
314,32714,14.0
315,32715,9.0
316,32716,8.0
317,32717,9.0
318,32718,14.0
319,32719,3.0
320,32720,7.0
321,32721,11.0
322,32722,9.0
323,32723,14.0
324,32724,15.0
325,32725,10.0
326,32726,15.0
327,32727,15.0
328,32728,15.0
329,32729,15.0
330,32730,15.0
331,32731,11.0
332,32732,15.0
333,32733,11.0
334,32734,15.0
335,32735,13.0
336,32736,11.0
337,32737,15.0
338,32738,12.0
339,32739,15.0
340,32740,14.0
341,32741,15.0
342,32742,15.0
343,32743,15.0
344,32744,15.0
345,32745,15.0
346,32746,15.0
347,32747,15.0
348,32748,15.0
349,32749,12.0
350,32750,13.0
351,32751,14.0
352,32752,15.0
353,32753,15.0
354,32754,6.0
355,32755,15.0
356,32756,12.0
357,32757,15.0
358,32758,14.0
359,32759,15.0
360,32760,14.0
361,32761,15.0
362,32762,11.0
363,32763,15.0
364,32764,15.0
365,32765,15.0
366,32766,15.0
367,32767,15.0
368,32768,14.0
369,32769,15.0
370,32770,13.0
371,32771,15.0
372,32772,14.0
373,32773,15.0
374,32774,13.0
375,32775,11.0
376,32776,15.0
377,32777,11.0
378,32778,15.0
379,32779,15.0
380,32780,15.0
381,32781,13.0
382,32782,15.0
383,32783,14.0
384,32784,15.0
385,32785,13.0
386,32786,15.0
387,32787,10.0
388,32788,10.0
389,32789,15.0
390,32790,12.0
391,32791,15.0
392,32792,15.0
393,32793,12.0
394,32794,12.0
395,32795,15.0
396,32796,15.0
397,32797,15.0
398,32798,15.0
399,32799,15.0
400,32800,15.0
401,32801,15.0
402,32802,15.0
403,32803,9.0
404,32804,15.0
405,32805,13.0
406,32806,15.0
407,32807,11.0
408,32808,14.0
