,index,UE3-CQI
0,0,12.0
1,1,15.0
2,2,15.0
3,3,15.0
4,4,14.0
5,5,15.0
6,6,15.0
7,7,15.0
8,8,15.0
9,9,13.0
10,10,12.0
11,11,15.0
12,12,14.0
13,13,15.0
14,14,9.0
15,15,14.0
16,16,15.0
17,17,15.0
18,18,11.0
19,19,15.0
20,20,14.0
21,21,15.0
22,22,14.0
23,23,13.0
24,24,13.0
25,25,15.0
26,26,12.0
27,27,15.0
28,28,15.0
29,29,12.0
30,30,15.0
31,31,15.0
32,32,11.0
33,33,14.0
34,34,15.0
35,35,12.0
36,36,15.0
37,37,10.0
38,38,15.0
39,39,15.0
40,40,15.0
41,41,15.0
42,42,15.0
43,43,15.0
44,44,14.0
45,45,14.0
46,46,13.0
47,47,13.0
48,48,15.0
49,49,15.0
50,50,15.0
51,51,15.0
52,52,13.0
53,53,9.0
54,54,15.0
55,55,15.0
56,56,15.0
57,57,15.0
58,58,15.0
59,59,12.0
60,60,15.0
61,61,8.0
62,62,15.0
63,63,13.0
64,64,12.0
65,65,15.0
66,66,12.0
67,67,15.0
68,68,11.0
69,69,14.0
70,70,15.0
71,71,13.0
72,72,11.0
73,73,12.0
74,74,15.0
75,75,15.0
76,76,15.0
77,77,15.0
78,78,15.0
79,79,13.0
80,80,11.0
81,81,13.0
82,82,15.0
83,83,15.0
84,84,15.0
85,85,15.0
86,86,15.0
87,87,15.0
88,88,10.0
89,89,15.0
90,90,13.0
91,91,15.0
92,92,13.0
93,93,15.0
94,94,15.0
95,95,14.0
96,96,15.0
97,97,9.0
98,98,15.0
99,99,15.0
100,100,15.0
101,101,15.0
102,102,15.0
103,103,15.0
104,104,15.0
105,105,9.0
106,106,10.0
107,107,15.0
108,108,15.0
109,109,11.0
110,110,15.0
111,111,11.0
112,112,15.0
113,113,15.0
114,114,14.0
115,115,15.0
116,116,15.0
117,117,15.0
118,118,14.0
119,119,15.0
120,120,15.0
121,121,12.0
122,122,14.0
123,123,12.0
124,124,15.0
125,125,15.0
126,126,12.0
127,127,15.0
128,128,11.0
129,129,13.0
130,130,2.0
131,131,9.0
132,132,10.0
133,133,8.0
134,134,5.0
135,135,3.0
136,136,13.0
137,137,11.0
138,138,7.0
139,139,12.0
140,140,10.0
141,141,6.0
142,142,6.0
143,143,9.0
144,144,11.0
145,145,11.0
146,146,10.0
147,147,13.0
148,148,13.0
149,149,13.0
150,150,15.0
151,151,15.0
152,152,15.0
153,153,15.0
154,154,15.0
155,155,15.0
156,156,15.0
157,157,7.0
158,158,9.0
159,159,3.0
160,160,5.0
161,161,12.0
162,162,15.0
163,163,14.0
164,164,8.0
165,165,13.0
166,166,15.0
167,167,15.0
168,168,15.0
169,169,12.0
170,170,15.0
171,171,15.0
172,172,14.0
173,173,15.0
174,174,15.0
175,175,15.0
176,176,11.0
177,177,13.0
178,178,15.0
179,179,12.0
180,180,15.0
181,181,11.0
182,182,14.0
183,183,14.0
184,184,15.0
185,185,13.0
186,186,12.0
187,187,15.0
188,188,15.0
189,189,15.0
190,190,12.0
191,191,15.0
192,192,15.0
193,193,11.0
194,194,12.0
195,195,15.0
196,196,15.0
197,197,12.0
198,198,15.0
199,199,15.0
200,200,15.0
201,201,15.0
202,202,15.0
203,203,12.0
204,204,15.0
205,205,12.0
206,206,15.0
207,207,15.0
208,208,15.0
209,209,15.0
210,210,15.0
211,211,14.0
212,212,15.0
213,213,15.0
214,214,9.0
215,215,12.0
216,216,12.0
217,217,15.0
218,218,15.0
219,219,15.0
220,220,13.0
221,221,15.0
222,222,14.0
223,223,13.0
224,224,15.0
225,225,10.0
226,226,15.0
227,227,15.0
228,228,14.0
229,229,14.0
230,230,15.0
231,231,15.0
232,232,15.0
233,233,15.0
234,234,15.0
235,235,15.0
236,236,15.0
237,237,12.0
238,238,15.0
239,239,9.0
240,240,15.0
241,241,15.0
242,242,14.0
243,243,15.0
244,244,15.0
245,245,14.0
246,246,14.0
247,247,15.0
248,248,15.0
249,249,10.0
250,250,12.0
251,251,14.0
252,252,13.0
253,253,14.0
254,254,15.0
255,255,15.0
256,256,15.0
257,257,15.0
258,258,15.0
259,259,14.0
260,260,13.0
261,261,13.0
262,262,15.0
263,263,15.0
264,264,15.0
265,265,11.0
266,266,13.0
267,267,15.0
268,268,13.0
269,269,15.0
270,270,15.0
271,271,15.0
272,272,11.0
273,273,15.0
274,274,15.0
275,275,15.0
