,index,UE3-CQI
0,36000,15.0
1,36001,15.0
2,36002,15.0
3,36003,15.0
4,36004,15.0
5,36005,15.0
6,36006,15.0
7,36007,13.0
8,36008,13.0
9,36009,13.0
10,36010,15.0
11,36011,15.0
12,36012,15.0
13,36013,15.0
14,36014,11.0
15,36015,14.0
16,36016,15.0
17,36017,12.0
18,36018,12.0
19,36019,15.0
20,36020,14.0
21,36021,15.0
22,36022,13.0
23,36023,15.0
24,36024,15.0
25,36025,14.0
26,36026,14.0
27,36027,12.0
28,36028,15.0
29,36029,15.0
30,36030,15.0
31,36031,12.0
32,36032,15.0
33,36033,15.0
34,36034,14.0
35,36035,15.0
36,36036,15.0
37,36037,15.0
38,36038,15.0
39,36039,12.0
40,36040,15.0
41,36041,14.0
42,36042,15.0
43,36043,13.0
44,36044,14.0
45,36045,15.0
46,36046,15.0
47,36047,11.0
48,36048,15.0
49,36049,14.0
50,36050,14.0
51,36051,11.0
52,36052,15.0
53,36053,15.0
54,36054,15.0
55,36055,15.0
56,36056,15.0
57,36057,11.0
58,36058,12.0
59,36059,15.0
60,36060,15.0
61,36061,15.0
62,36062,15.0
63,36063,10.0
64,36064,14.0
65,36065,12.0
66,36066,14.0
67,36067,15.0
68,36068,15.0
69,36069,15.0
70,36070,15.0
71,36071,13.0
72,36072,15.0
73,36073,15.0
74,36074,8.0
75,36075,15.0
76,36076,14.0
77,36077,15.0
78,36078,9.0
79,36079,15.0
80,36080,15.0
81,36081,11.0
82,36082,12.0
83,36083,14.0
84,36084,15.0
85,36085,15.0
86,36086,15.0
87,36087,15.0
88,36088,15.0
89,36089,15.0
90,36090,15.0
91,36091,15.0
92,36092,15.0
93,36093,15.0
94,36094,5.0
95,36095,8.0
96,36096,8.0
97,36097,9.0
98,36098,12.0
99,36099,8.0
100,36100,7.0
101,36101,8.0
102,36102,10.0
103,36103,11.0
104,36104,15.0
105,36105,8.0
106,36106,11.0
107,36107,12.0
108,36108,9.0
109,36109,15.0
110,36110,10.0
111,36111,11.0
112,36112,6.0
113,36113,11.0
114,36114,15.0
115,36115,14.0
116,36116,11.0
117,36117,15.0
118,36118,15.0
119,36119,13.0
120,36120,14.0
121,36121,14.0
122,36122,13.0
123,36123,8.0
124,36124,9.0
125,36125,12.0
126,36126,15.0
127,36127,13.0
128,36128,15.0
129,36129,10.0
130,36130,15.0
131,36131,11.0
132,36132,15.0
133,36133,9.0
134,36134,10.0
135,36135,15.0
136,36136,15.0
137,36137,15.0
138,36138,15.0
139,36139,14.0
140,36140,15.0
141,36141,15.0
142,36142,14.0
143,36143,12.0
144,36144,15.0
145,36145,15.0
146,36146,15.0
147,36147,14.0
148,36148,15.0
149,36149,10.0
150,36150,13.0
151,36151,15.0
152,36152,15.0
153,36153,11.0
154,36154,14.0
155,36155,15.0
156,36156,10.0
157,36157,10.0
158,36158,14.0
159,36159,15.0
160,36160,13.0
161,36161,12.0
162,36162,15.0
163,36163,15.0
164,36164,15.0
165,36165,15.0
166,36166,9.0
167,36167,15.0
168,36168,15.0
169,36169,15.0
170,36170,15.0
171,36171,15.0
172,36172,11.0
173,36173,7.0
174,36174,15.0
175,36175,15.0
176,36176,12.0
177,36177,15.0
178,36178,15.0
179,36179,15.0
180,36180,14.0
181,36181,15.0
182,36182,15.0
183,36183,15.0
184,36184,12.0
185,36185,15.0
186,36186,15.0
187,36187,15.0
188,36188,12.0
189,36189,15.0
190,36190,11.0
191,36191,15.0
192,36192,13.0
193,36193,13.0
194,36194,15.0
195,36195,15.0
196,36196,15.0
197,36197,15.0
198,36198,14.0
199,36199,14.0
200,36200,15.0
201,36201,10.0
202,36202,15.0
203,36203,15.0
204,36204,11.0
205,36205,13.0
206,36206,10.0
207,36207,11.0
208,36208,15.0
209,36209,15.0
210,36210,15.0
211,36211,10.0
212,36212,15.0
213,36213,13.0
214,36214,15.0
215,36215,15.0
216,36216,12.0
217,36217,12.0
218,36218,14.0
219,36219,15.0
220,36220,15.0
221,36221,15.0
222,36222,15.0
223,36223,12.0
224,36224,15.0
225,36225,15.0
226,36226,15.0
227,36227,15.0
228,36228,15.0
229,36229,15.0
230,36230,14.0
231,36231,13.0
232,36232,12.0
233,36233,15.0
234,36234,13.0
235,36235,13.0
236,36236,15.0
237,36237,11.0
238,36238,14.0
239,36239,15.0
240,36240,15.0
241,36241,15.0
242,36242,9.0
243,36243,13.0
244,36244,15.0
245,36245,15.0
246,36246,12.0
247,36247,15.0
248,36248,15.0
249,36249,12.0
250,36250,13.0
251,36251,15.0
252,36252,14.0
253,36253,14.0
254,36254,11.0
255,36255,14.0
256,36256,7.0
257,36257,8.0
258,36258,11.0
259,36259,6.0
260,36260,5.0
261,36261,11.0
262,36262,9.0
263,36263,4.0
264,36264,12.0
265,36265,13.0
266,36266,11.0
267,36267,10.0
268,36268,10.0
269,36269,8.0
270,36270,14.0
271,36271,9.0
