,index,UE3-CQI
0,10800,12.0
1,10801,10.0
2,10802,11.0
3,10803,15.0
4,10804,15.0
5,10805,15.0
6,10806,15.0
7,10807,15.0
8,10808,14.0
9,10809,14.0
10,10810,12.0
11,10811,13.0
12,10812,15.0
13,10813,12.0
14,10814,15.0
15,10815,15.0
16,10816,15.0
17,10817,15.0
18,10818,9.0
19,10819,15.0
20,10820,13.0
21,10821,13.0
22,10822,5.0
23,10823,6.0
24,10824,4.0
25,10825,8.0
26,10826,9.0
27,10827,13.0
28,10828,10.0
29,10829,7.0
30,10830,10.0
31,10831,10.0
32,10832,4.0
33,10833,7.0
34,10834,6.0
35,10835,8.0
36,10836,9.0
37,10837,12.0
38,10838,10.0
39,10839,10.0
40,10840,9.0
41,10841,15.0
42,10842,13.0
43,10843,11.0
44,10844,13.0
45,10845,15.0
46,10846,15.0
47,10847,15.0
48,10848,12.0
49,10849,8.0
50,10850,3.0
51,10851,10.0
52,10852,11.0
53,10853,15.0
54,10854,15.0
55,10855,13.0
56,10856,12.0
57,10857,14.0
58,10858,15.0
59,10859,15.0
60,10860,15.0
61,10861,15.0
62,10862,15.0
63,10863,15.0
64,10864,15.0
65,10865,14.0
66,10866,12.0
67,10867,14.0
68,10868,15.0
69,10869,7.0
70,10870,12.0
71,10871,6.0
72,10872,12.0
73,10873,15.0
74,10874,9.0
75,10875,12.0
76,10876,14.0
77,10877,9.0
78,10878,15.0
79,10879,15.0
80,10880,12.0
81,10881,15.0
82,10882,15.0
83,10883,15.0
84,10884,15.0
85,10885,11.0
86,10886,15.0
87,10887,12.0
88,10888,15.0
89,10889,14.0
90,10890,12.0
91,10891,15.0
92,10892,14.0
93,10893,11.0
94,10894,15.0
95,10895,11.0
96,10896,15.0
97,10897,15.0
98,10898,11.0
99,10899,15.0
100,10900,13.0
101,10901,15.0
102,10902,15.0
103,10903,15.0
104,10904,15.0
105,10905,13.0
106,10906,15.0
107,10907,15.0
108,10908,15.0
109,10909,15.0
110,10910,15.0
111,10911,15.0
112,10912,15.0
113,10913,10.0
114,10914,14.0
115,10915,14.0
116,10916,13.0
117,10917,15.0
