,index,UE3-CQI
0,25200,15.0
1,25201,13.0
2,25202,15.0
3,25203,15.0
4,25204,12.0
5,25205,12.0
6,25206,15.0
7,25207,15.0
8,25208,15.0
9,25209,14.0
10,25210,11.0
11,25211,15.0
12,25212,13.0
13,25213,15.0
14,25214,15.0
15,25215,15.0
16,25216,15.0
17,25217,15.0
18,25218,15.0
19,25219,15.0
20,25220,15.0
21,25221,15.0
22,25222,15.0
23,25223,14.0
24,25224,15.0
25,25225,15.0
26,25226,15.0
27,25227,14.0
28,25228,15.0
29,25229,13.0
30,25230,15.0
31,25231,15.0
32,25232,15.0
33,25233,14.0
34,25234,13.0
35,25235,15.0
36,25236,13.0
37,25237,15.0
38,25238,15.0
39,25239,15.0
40,25240,10.0
41,25241,14.0
42,25242,5.0
43,25243,15.0
44,25244,10.0
45,25245,9.0
46,25246,9.0
47,25247,12.0
48,25248,10.0
49,25249,12.0
50,25250,8.0
51,25251,10.0
52,25252,7.0
53,25253,8.0
54,25254,11.0
55,25255,15.0
56,25256,10.0
57,25257,9.0
58,25258,14.0
59,25259,15.0
60,25260,13.0
61,25261,15.0
62,25262,14.0
63,25263,15.0
64,25264,13.0
65,25265,13.0
66,25266,13.0
67,25267,9.0
68,25268,12.0
69,25269,7.0
70,25270,12.0
71,25271,14.0
72,25272,12.0
73,25273,12.0
74,25274,15.0
75,25275,15.0
76,25276,13.0
77,25277,14.0
78,25278,15.0
79,25279,13.0
80,25280,15.0
81,25281,15.0
82,25282,12.0
83,25283,15.0
84,25284,15.0
85,25285,13.0
86,25286,14.0
87,25287,15.0
88,25288,15.0
89,25289,15.0
90,25290,15.0
91,25291,13.0
92,25292,15.0
93,25293,11.0
94,25294,10.0
95,25295,15.0
96,25296,15.0
97,25297,14.0
98,25298,15.0
99,25299,13.0
100,25300,15.0
101,25301,11.0
102,25302,15.0
103,25303,15.0
104,25304,14.0
105,25305,15.0
106,25306,11.0
107,25307,15.0
108,25308,14.0
109,25309,10.0
110,25310,15.0
111,25311,14.0
112,25312,10.0
113,25313,15.0
114,25314,15.0
115,25315,13.0
116,25316,15.0
117,25317,15.0
118,25318,7.0
119,25319,12.0
120,25320,15.0
121,25321,11.0
122,25322,15.0
123,25323,15.0
124,25324,15.0
125,25325,15.0
126,25326,15.0
127,25327,15.0
128,25328,15.0
129,25329,15.0
130,25330,14.0
131,25331,13.0
132,25332,14.0
133,25333,15.0
134,25334,13.0
135,25335,13.0
136,25336,15.0
137,25337,15.0
138,25338,15.0
139,25339,13.0
140,25340,14.0
141,25341,15.0
142,25342,8.0
143,25343,15.0
144,25344,15.0
145,25345,15.0
146,25346,11.0
147,25347,9.0
148,25348,15.0
149,25349,13.0
150,25350,15.0
151,25351,12.0
152,25352,15.0
153,25353,9.0
154,25354,15.0
155,25355,14.0
156,25356,15.0
