,index,UE3-CQI
0,21600,10.0
1,21601,15.0
2,21602,15.0
3,21603,14.0
4,21604,12.0
5,21605,15.0
6,21606,15.0
7,21607,15.0
8,21608,15.0
9,21609,12.0
10,21610,15.0
11,21611,13.0
12,21612,13.0
13,21613,15.0
14,21614,14.0
15,21615,15.0
16,21616,13.0
17,21617,15.0
18,21618,14.0
19,21619,15.0
20,21620,12.0
21,21621,15.0
22,21622,15.0
23,21623,15.0
24,21624,15.0
25,21625,15.0
26,21626,14.0
27,21627,13.0
28,21628,13.0
29,21629,15.0
30,21630,12.0
31,21631,9.0
32,21632,15.0
33,21633,15.0
34,21634,15.0
35,21635,15.0
36,21636,10.0
37,21637,15.0
38,21638,10.0
39,21639,15.0
40,21640,14.0
41,21641,15.0
42,21642,15.0
43,21643,15.0
44,21644,13.0
45,21645,14.0
46,21646,15.0
47,21647,15.0
48,21648,15.0
49,21649,11.0
50,21650,15.0
51,21651,12.0
52,21652,13.0
53,21653,15.0
54,21654,13.0
55,21655,15.0
56,21656,13.0
57,21657,14.0
58,21658,15.0
59,21659,15.0
60,21660,15.0
61,21661,11.0
62,21662,15.0
63,21663,10.0
64,21664,15.0
65,21665,15.0
66,21666,15.0
67,21667,11.0
68,21668,15.0
69,21669,15.0
70,21670,15.0
71,21671,15.0
72,21672,15.0
73,21673,15.0
74,21674,15.0
75,21675,12.0
76,21676,8.0
77,21677,5.0
78,21678,8.0
79,21679,11.0
80,21680,15.0
81,21681,10.0
82,21682,13.0
83,21683,12.0
84,21684,9.0
85,21685,10.0
86,21686,10.0
87,21687,12.0
88,21688,11.0
89,21689,12.0
90,21690,8.0
91,21691,8.0
92,21692,13.0
93,21693,7.0
94,21694,10.0
95,21695,14.0
96,21696,12.0
97,21697,15.0
98,21698,15.0
99,21699,15.0
100,21700,9.0
101,21701,13.0
102,21702,15.0
103,21703,10.0
104,21704,13.0
105,21705,7.0
106,21706,9.0
107,21707,13.0
108,21708,15.0
109,21709,10.0
110,21710,15.0
111,21711,15.0
112,21712,14.0
113,21713,15.0
114,21714,15.0
115,21715,15.0
116,21716,15.0
117,21717,10.0
118,21718,13.0
119,21719,14.0
120,21720,13.0
121,21721,15.0
122,21722,15.0
123,21723,15.0
124,21724,11.0
125,21725,15.0
126,21726,14.0
127,21727,13.0
128,21728,15.0
129,21729,13.0
130,21730,15.0
131,21731,15.0
132,21732,15.0
133,21733,14.0
134,21734,15.0
135,21735,15.0
136,21736,15.0
137,21737,13.0
138,21738,15.0
139,21739,15.0
140,21740,9.0
141,21741,15.0
142,21742,14.0
143,21743,15.0
